0.95202,0.78948
1.7415,0.67338
2.4149,0.20898
2.6239,1.1146
3.7384,0.25542
3.9938,0.41796
4.4118,0.44118
4.853,0.39474
5.2477,0.30186
5.5496,0.65016
6.1997,0.4644
6.6641,0.44118
7.1053,0.44118
7.5465,0.44118
7.9877,0.44118
8.4288,0.39474
8.8236,0.85914
9.6827,0.2322
9.9149,0.44118
10.356,0.67338
11.029,0.44118
11.471,0.44118
11.912,0.39474
12.307,0.4644
12.771,0.4644
13.235,0.44118
13.677,0.41796
14.095,0.2322
14.327,0.41796
14.745,0.44118
15.186,0.25542
15.441,0.18576
15.627,0.2322
15.859,0.20898
16.068,0.2322
16.3,0.20898
16.509,0.39474
16.904,0.18576
17.09,0.20898
17.299,0.20898
17.508,0.20898
17.717,0.30186
18.019,0.32508
18.344,0.32508
18.669,0.3483
19.017,0.3483
19.365,0.2322
19.598,0.20898
19.807,0.41796
20.225,0.41796
20.643,0.88236
21.525,0.20898
21.734,0.41796
22.152,0.20898
22.361,0.20898
22.57,0.2322
22.802,0.2322
23.034,0.2322
23.266,0.18576
23.452,0.62694
24.079,0.41796
24.497,0.25542
24.752,0.62694
25.379,0.30186
25.681,0.32508
26.006,0.2322
26.239,0.2322
26.471,0.2322
26.703,0
